DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls, 40 Hispanic or Latin American cases, 1,177 Hispanic or Latin American controls, 4 African American or Afro-Caribbean cases, 196 African American or Afro-Caribbean controls, 4 African ancestry cases, 196 African ancestry controls, 9 Asian ancestry cases, 222 Asian ancestry controls	NA	10q23.31	10	88140936		MED6P1 - RNLS	ENSG00000227905	ENSG00000184719		91113	132928	rs114830825-?	rs114830825	0	114830825	intergenic_variant	1	NR	4E-6	5.3979400086720375		5.7718925	[2.736905767-12.17241103]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296471	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls, 40 Hispanic or Latin American cases, 1,177 Hispanic or Latin American controls, 4 African American or Afro-Caribbean cases, 196 African American or Afro-Caribbean controls, 4 African ancestry cases, 196 African ancestry controls, 9 Asian ancestry cases, 222 Asian ancestry controls	NA	10q23.1	10	85454897		LINC01520			ENSG00000230962			rs72827576-?	rs72827576	0	72827576	intron_variant	0	NR	6E-6	5.221848749616356		10.998952	[3.893825136-31.06892116]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296471	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls, 40 Hispanic or Latin American cases, 1,177 Hispanic or Latin American controls, 4 African American or Afro-Caribbean cases, 196 African American or Afro-Caribbean controls, 4 African ancestry cases, 196 African ancestry controls, 9 Asian ancestry cases, 222 Asian ancestry controls	NA	2q22.1	2	141041230		LRP1B			ENSG00000168702			rs72849575-?	rs72849575	0	72849575	intron_variant	0	NR	5E-6	5.301029995663981		8.527533	[3.385007087-21.48261493]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296471	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls, 40 Hispanic or Latin American cases, 1,177 Hispanic or Latin American controls, 4 African American or Afro-Caribbean cases, 196 African American or Afro-Caribbean controls, 4 African ancestry cases, 196 African ancestry controls, 9 Asian ancestry cases, 222 Asian ancestry controls	NA	2q22.1	2	138077718		SPOPL-DT			ENSG00000228043			rs72865837-?	rs72865837	0	72865837	intergenic_variant	0	NR	3E-9	8.522878745280337		5.728765	[3.22087158-10.18940036]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296471	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls, 40 Hispanic or Latin American cases, 1,177 Hispanic or Latin American controls, 4 African American or Afro-Caribbean cases, 196 African American or Afro-Caribbean controls, 4 African ancestry cases, 196 African ancestry controls, 9 Asian ancestry cases, 222 Asian ancestry controls	NA	6p12.1	6	53232190		RNU1-136P - HMGB1P20	ENSG00000206908	ENSG00000219163		12766	3431	rs72938764-?	rs72938764	0	72938764	intron_variant	1	NR	4E-6	5.3979400086720375		3.8167527	[2.161079791-6.740890245]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296471	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls, 40 Hispanic or Latin American cases, 1,177 Hispanic or Latin American controls, 4 African American or Afro-Caribbean cases, 196 African American or Afro-Caribbean controls, 4 African ancestry cases, 196 African ancestry controls, 9 Asian ancestry cases, 222 Asian ancestry controls	NA	6q16.3	6	104270687		NPM1P10 - HACE1	ENSG00000214428	ENSG00000085382		243924	457407	rs72991844-?	rs72991844	0	72991844	intergenic_variant	1	NR	6E-7	6.221848749616356		4.623722	[2.5366695-8.427903113]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296471	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls, 40 Hispanic or Latin American cases, 1,177 Hispanic or Latin American controls, 4 African American or Afro-Caribbean cases, 196 African American or Afro-Caribbean controls, 4 African ancestry cases, 196 African ancestry controls, 9 Asian ancestry cases, 222 Asian ancestry controls	NA	7q11.22	7	69029026		RNA5SP231 - RNU6-832P	ENSG00000222428	ENSG00000200189		304978	96244	rs73137358-?	rs73137358	0	73137358	intron_variant	1	NR	6E-6	5.221848749616356		8.87821	[3.455806985-22.80874466]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296471	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls, 40 Hispanic or Latin American cases, 1,177 Hispanic or Latin American controls, 4 African American or Afro-Caribbean cases, 196 African American or Afro-Caribbean controls, 4 African ancestry cases, 196 African ancestry controls, 9 Asian ancestry cases, 222 Asian ancestry controls	NA	21q21.2	21	24742279		LINC01684 - LINC01692	ENSG00000237484	ENSG00000226983		194337	98271	rs73147440-?	rs73147440	0	73147440	intergenic_variant	1	NR	8E-7	6.096910013008056		3.253398	[2.03775355-5.19424873]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296471	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls, 40 Hispanic or Latin American cases, 1,177 Hispanic or Latin American controls, 4 African American or Afro-Caribbean cases, 196 African American or Afro-Caribbean controls, 4 African ancestry cases, 196 African ancestry controls, 9 Asian ancestry cases, 222 Asian ancestry controls	NA	12q21.31	12	84558559		RPL6P25 - SLC6A15	ENSG00000213270	ENSG00000072041		1406369	300932	rs73157790-?	rs73157790	0	73157790	intergenic_variant	1	NR	1E-5	5.0		20.196312	[5.329662951-76.53223312]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296471	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls, 40 Hispanic or Latin American cases, 1,177 Hispanic or Latin American controls, 4 African American or Afro-Caribbean cases, 196 African American or Afro-Caribbean controls, 4 African ancestry cases, 196 African ancestry controls, 9 Asian ancestry cases, 222 Asian ancestry controls	NA	7q21.3	7	95579346		PDK4-AS1			ENSG00000231170			rs73235098-?	rs73235098	0	73235098	intron_variant	0	NR	2E-6	5.698970004336019		9.730838	[3.785462226-25.01390825]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296471	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls, 40 Hispanic or Latin American cases, 1,177 Hispanic or Latin American controls, 4 African American or Afro-Caribbean cases, 196 African American or Afro-Caribbean controls, 4 African ancestry cases, 196 African ancestry controls, 9 Asian ancestry cases, 222 Asian ancestry controls	NA	10q26.13	10	123780873		CPXM2			ENSG00000121898			rs73364738-?	rs73364738	0	73364738	intron_variant	0	NR	8E-6	5.096910013008056		8.277161	[3.279188555-20.89278742]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296471	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls, 40 Hispanic or Latin American cases, 1,177 Hispanic or Latin American controls, 4 African American or Afro-Caribbean cases, 196 African American or Afro-Caribbean controls, 4 African ancestry cases, 196 African ancestry controls, 9 Asian ancestry cases, 222 Asian ancestry controls	NA	21q21.1	21	16721413		RNU1-98P - NEK4P1	ENSG00000239023	ENSG00000225735		2256	489056	rs73382910-?	rs73382910	0	73382910	intron_variant	1	NR	7E-6	5.154901959985743		6.1749454	[2.794574894-13.64427473]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296471	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls, 40 Hispanic or Latin American cases, 1,177 Hispanic or Latin American controls, 4 African American or Afro-Caribbean cases, 196 African American or Afro-Caribbean controls, 4 African ancestry cases, 196 African ancestry controls, 9 Asian ancestry cases, 222 Asian ancestry controls	NA	8p23.2	8	3715246		CSMD1			ENSG00000183117			rs73658220-?	rs73658220	0	73658220	intron_variant	0	NR	8E-7	6.096910013008056		3.2778902	[2.043859639-5.256997257]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296471	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls, 40 Hispanic or Latin American cases, 1,177 Hispanic or Latin American controls, 4 African American or Afro-Caribbean cases, 196 African American or Afro-Caribbean controls, 4 African ancestry cases, 196 African ancestry controls, 9 Asian ancestry cases, 222 Asian ancestry controls	NA	2q22.1	2	137105448		THSD7B			ENSG00000144229			rs7369944-?	rs7369944	0	7369944	intron_variant	0	NR	6E-6	5.221848749616356		3.112107	[1.905064755-5.083927028]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296471	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls, 40 Hispanic or Latin American cases, 1,177 Hispanic or Latin American controls, 4 African American or Afro-Caribbean cases, 196 African American or Afro-Caribbean controls, 4 African ancestry cases, 196 African ancestry controls, 9 Asian ancestry cases, 222 Asian ancestry controls	NA	6p25.1	6	7095157		RN7SL554P - RREB1	ENSG00000240936	ENSG00000124782		156260	12261	rs73719061-?	rs73719061	0	73719061	intergenic_variant	1	NR	6E-6	5.221848749616356		3.7310884	[2.10637403-6.608997644]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296471	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls, 40 Hispanic or Latin American cases, 1,177 Hispanic or Latin American controls, 4 African American or Afro-Caribbean cases, 196 African American or Afro-Caribbean controls, 4 African ancestry cases, 196 African ancestry controls, 9 Asian ancestry cases, 222 Asian ancestry controls	NA	17q25.3	17	80211194		SGSH, CARD14			ENSG00000181523, ENSG00000141527			rs74000618-?	rs74000618	0	74000618	intron_variant	0	NR	8E-6	5.096910013008056		3.9629948	[2.16440176-7.256197999]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296471	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls, 40 Hispanic or Latin American cases, 1,177 Hispanic or Latin American controls, 4 African American or Afro-Caribbean cases, 196 African American or Afro-Caribbean controls, 4 African ancestry cases, 196 African ancestry controls, 9 Asian ancestry cases, 222 Asian ancestry controls	NA	10q25.1	10	109526558		RNU6-839P - PHB2P1	ENSG00000200217	ENSG00000232728		286812	1561	rs74157061-?	rs74157061	0	74157061	intergenic_variant	1	NR	7E-6	5.154901959985743		5.542247	[2.620297864-11.7225226]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296471	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls, 40 Hispanic or Latin American cases, 1,177 Hispanic or Latin American controls, 4 African American or Afro-Caribbean cases, 196 African American or Afro-Caribbean controls, 4 African ancestry cases, 196 African ancestry controls, 9 Asian ancestry cases, 222 Asian ancestry controls	NA	8q22.1	8	93325086		CIBAR1-DT			ENSG00000246662			rs74398127-?	rs74398127	0	74398127	intergenic_variant	0	NR	3E-6	5.522878745280337		6.052673	[2.851542283-12.84738129]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296471	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls, 40 Hispanic or Latin American cases, 1,177 Hispanic or Latin American controls, 4 African American or Afro-Caribbean cases, 196 African American or Afro-Caribbean controls, 4 African ancestry cases, 196 African ancestry controls, 9 Asian ancestry cases, 222 Asian ancestry controls	NA	8q21.13	8	77708001		HIGD1AP18 - PKIA-AS1	ENSG00000253952	ENSG00000254266		693973	459632	rs74437820-?	rs74437820	0	74437820	intergenic_variant	1	NR	5E-7	6.301029995663981		5.591793	[2.861574506-10.92690395]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296471	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls, 40 Hispanic or Latin American cases, 1,177 Hispanic or Latin American controls, 4 African American or Afro-Caribbean cases, 196 African American or Afro-Caribbean controls, 4 African ancestry cases, 196 African ancestry controls, 9 Asian ancestry cases, 222 Asian ancestry controls	NA	9p13.1	9	38380809		U8 - ALDH1B1	ENSG00000200191	ENSG00000137124		233248	11814	rs74449676-?	rs74449676	0	74449676	intron_variant	1	NR	8E-6	5.096910013008056		8.31865	[3.275020079-21.12962322]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296471	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls, 40 Hispanic or Latin American cases, 1,177 Hispanic or Latin American controls, 4 African American or Afro-Caribbean cases, 196 African American or Afro-Caribbean controls, 4 African ancestry cases, 196 African ancestry controls, 9 Asian ancestry cases, 222 Asian ancestry controls	NA	1p36.12	1	22450272		ZBTB40			ENSG00000184677			rs74453556-?	rs74453556	0	74453556	intron_variant	0	NR	2E-6	5.698970004336019		4.1820436	[2.318767976-7.542577748]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296471	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls, 40 Hispanic or Latin American cases, 1,177 Hispanic or Latin American controls, 4 African American or Afro-Caribbean cases, 196 African American or Afro-Caribbean controls, 4 African ancestry cases, 196 African ancestry controls, 9 Asian ancestry cases, 222 Asian ancestry controls	NA	7q33	7	136691291		ZP3P2 - PSMC1P3	ENSG00000226066	ENSG00000231244		202974	22580	rs74459093-?	rs74459093	0	74459093	intron_variant	1	NR	8E-6	5.096910013008056		22.441233	[5.725764055-87.9548839]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296471	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls, 40 Hispanic or Latin American cases, 1,177 Hispanic or Latin American controls, 4 African American or Afro-Caribbean cases, 196 African American or Afro-Caribbean controls, 4 African ancestry cases, 196 African ancestry controls, 9 Asian ancestry cases, 222 Asian ancestry controls	NA	17p13.2	17	4154564		CYB5D2			ENSG00000167740			rs74474046-?	rs74474046	0	74474046	intron_variant	0	NR	2E-6	5.698970004336019		15.66298	[5.036221004-48.71290574]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296471	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls, 40 Hispanic or Latin American cases, 1,177 Hispanic or Latin American controls, 4 African American or Afro-Caribbean cases, 196 African American or Afro-Caribbean controls, 4 African ancestry cases, 196 African ancestry controls, 9 Asian ancestry cases, 222 Asian ancestry controls	NA	17p13.1	17	8999235		PIK3R5-DT - NTN1	ENSG00000266389	ENSG00000065320		22240	21975	rs74570571-?	rs74570571	0	74570571	intergenic_variant	1	NR	2E-6	5.698970004336019		15.068402	[4.922576144-46.12559491]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296471	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls, 40 Hispanic or Latin American cases, 1,177 Hispanic or Latin American controls, 4 African American or Afro-Caribbean cases, 196 African American or Afro-Caribbean controls, 4 African ancestry cases, 196 African ancestry controls, 9 Asian ancestry cases, 222 Asian ancestry controls	NA	1p21.1	1	103878101		AMY1C - THAP3P1	ENSG00000187733	ENSG00000293061		119375	178660	rs74656309-?	rs74656309	0	74656309	intergenic_variant	1	NR	4E-6	5.3979400086720375		11.561724	[4.096266709-32.63299849]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296471	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls, 40 Hispanic or Latin American cases, 1,177 Hispanic or Latin American controls, 4 African American or Afro-Caribbean cases, 196 African American or Afro-Caribbean controls, 4 African ancestry cases, 196 African ancestry controls, 9 Asian ancestry cases, 222 Asian ancestry controls	NA	2q12.2	2	106094512		UXS1			ENSG00000115652			rs74770020-?	rs74770020	0	74770020	non_coding_transcript_exon_variant	0	NR	2E-7	6.698970004336019		5.436851	[2.88784919-10.23576541]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296471	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls, 40 Hispanic or Latin American cases, 1,177 Hispanic or Latin American controls, 4 African American or Afro-Caribbean cases, 196 African American or Afro-Caribbean controls, 4 African ancestry cases, 196 African ancestry controls, 9 Asian ancestry cases, 222 Asian ancestry controls	NA	5q35.3	5	180511121		CNOT6			ENSG00000113300			rs114844599-?	rs114844599	0	114844599	intron_variant	0	NR	1E-6	6.0		3.3726542	[2.071854293-5.490152319]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296471	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls, 40 Hispanic or Latin American cases, 1,177 Hispanic or Latin American controls, 4 African American or Afro-Caribbean cases, 196 African American or Afro-Caribbean controls, 4 African ancestry cases, 196 African ancestry controls, 9 Asian ancestry cases, 222 Asian ancestry controls	NA	1p13.2	1	114138879		SYT6			ENSG00000134207			rs114904661-?	rs114904661	0	114904661	intron_variant	0	NR	8E-6	5.096910013008056		15.611378	[4.683154868-52.04079863]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296471	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls, 40 Hispanic or Latin American cases, 1,177 Hispanic or Latin American controls, 4 African American or Afro-Caribbean cases, 196 African American or Afro-Caribbean controls, 4 African ancestry cases, 196 African ancestry controls, 9 Asian ancestry cases, 222 Asian ancestry controls	NA	5p15.31	5	9178977		SEMA5A			ENSG00000112902			rs114978194-?	rs114978194	0	114978194	intron_variant	0	NR	8E-6	5.096910013008056		13.630364	[4.339069829-42.81720467]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296471	Genome-wide genotyping array
2025-03-26	36810956	Foss-Skiftesvik J	2023-02-22	Neuro Oncol	www.ncbi.nlm.nih.gov/pubmed/36810956	Multi-ancestry genome-wide association study of 4,069 children with glioma identifies 9p21.3 risk locus.	Glioblastoma	90 European ancestry cases, 7,183 European ancestry controls, 40 Hispanic or Latin American cases, 1,177 Hispanic or Latin American controls, 4 African American or Afro-Caribbean cases, 196 African American or Afro-Caribbean controls, 4 African ancestry cases, 196 African ancestry controls, 9 Asian ancestry cases, 222 Asian ancestry controls	NA	2q23.2	2	149093197		LYPD6B			ENSG00000150556			rs115016203-?	rs115016203	0	115016203	intron_variant	0	NR	2E-6	5.698970004336019		7.7245226	[3.31242318-18.0134734]	Affymetrix, Illumina [11212017] (imputed)	N	glioblastoma multiforme	http://www.ebi.ac.uk/efo/EFO_0000519	GCST90296471	Genome-wide genotyping array
